"Program","Year","Period","Week.Ending","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Zip.Code","Region","watershed_code","Watershed","Commodity","Data.Item","Domain","Domain.Category","Chem.Value","Value","CV...."
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," THIRAM  ","79801","112,100",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE",NA,NA,"302,700",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," TRIFLUMIZOLE  ","128879"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," ,4-D, DIMETH. SALT  30019","2"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," CLETHODIM  ","121011"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," FLUMIOXAZIN  ","129034"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," GLYPHOSATE ISO. SALT  ","103601"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," PARAQUAT  ","61601"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE",NA,NA,"9,900",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," ABAMECTIN  ","122804","100",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," ACETAMIPRID  ","99050","500",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BIFENAZATE  ","586"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BIFENTHRIN  ","128825","100",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BT KURSTAKI ABTS-  6522","351"," (NA)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," CHLORANTRANILIPROLE  ","90100","400",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," CYANTRANILIPROLE  ","90098"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," DIAZINON  ","57801"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," FENPROPATHRIN  ","127901"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," FLUPYRADIFURONE  ","122304"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," HEXYTHIAZOX  ","128849"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," IMIDACLOPRID  ","129099"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," LAMBDA-CYHALOTHRIN  ","128897"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," MALATHION  ","57701"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," METHOMYL  ","90301"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," NALED  ","34401"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," NOVALURON  ","124002","1,500",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," PIPERONYL BUTOXIDE  ","67501"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," PYRETHRINS  ","69001"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," SPINETORAM  ","110007"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," SPINOSAD  ","110003"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," SULFOXAFLOR  ","5210"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," THIAMETHOXAM  ","60109","400",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE",NA,NA,"12,300",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," CYTOKININS  ","116801"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," FLUTRIAFOL  ","128940"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," INDOLEBUTYRIC ACID  ","46701"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," METAM-POTASSIUM  ","39002"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," PSEUDOMONAS CHLORORAPHIS STRAIN AFS  6800","009"," (NA)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER",NA,NA,"5,100",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," AZOXYSTROBIN  ","128810","0.151",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," BACILLUS AMYLOLIQUEFAC F  16489","727"," (NA)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," BOSCALID  ","128008"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," CAPTAN  ","81301","2.012",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," CHLOROTHALONIL  ","81901"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," COPPER CHLORIDE HYD.  ","23501"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," COPPER HYDROXIDE  ","23401"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," CYFLUFENAMID  ","555550"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," CYMOXANIL  ","129106"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," CYPRODINIL  ","288202","0.244",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," DIFENOCONAZOLE  ","128847"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," FAMOXADONE  ","113202"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," FENHEXAMID  ","90209"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," FLUDIOXONIL  ","71503","0.152",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," FLUOPYRAM  ","80302"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," FLUXAPYROXAD  ","138009"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," FOSETYL-AL  ","123301"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," IPRODIONE  ","109801"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," ISOFETAMID  ","270000"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," MANCOZEB  ","14504"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," MEFENOXAM  ","113502"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," MONO-POTASSIUM SALT  ","76416"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," PENTHIOPYRAD  ","90112"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," PROPICONAZOLE  ","122101"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," PYDIFLUMETOFEN  ","90110"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," PYRACLOSTROBIN  ","99100"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," PYRIMETHANIL  ","288201"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," SULFUR  ","77501"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," TETRACONAZOLE  ","120603"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," THIOPHANATE-METHYL  ","102001"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," THIRAM  ","79801","2.156",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","FUNGICIDE"," TRIFLUMIZOLE  ","128879"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","HERBICIDE"," ,4-D, DIMETH. SALT  30019","2"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","HERBICIDE"," CLETHODIM  ","121011"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","HERBICIDE"," FLUMIOXAZIN  ","129034"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","HERBICIDE"," GLYPHOSATE ISO. SALT  ","103601"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","HERBICIDE"," PARAQUAT  ","61601"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," ABAMECTIN  ","122804","0.031",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," ACETAMIPRID  ","99050","0.144",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," BIFENAZATE  ","586"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," BIFENTHRIN  ","128825","0.117",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," BT KURSTAKI ABTS-  6522","351"," (NA)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," CHLORANTRANILIPROLE  ","90100","0.054",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," CYANTRANILIPROLE  ","90098"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," DIAZINON  ","57801"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," FENPROPATHRIN  ","127901"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," FLUPYRADIFURONE  ","122304"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," HEXYTHIAZOX  ","128849"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," IMIDACLOPRID  ","129099"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," LAMBDA-CYHALOTHRIN  ","128897"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," MALATHION  ","57701"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," METHOMYL  ","90301"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," NALED  ","34401"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," NOVALURON  ","124002","0.077",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," PIPERONYL BUTOXIDE  ","67501"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," PYRETHRINS  ","69001"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," SPINETORAM  ","110007"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," SPINOSAD  ","110003"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," SULFOXAFLOR  ","5210"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","INSECTICIDE"," THIAMETHOXAM  ","60109","0.058",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","OTHER"," CYTOKININS  ","116801"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","OTHER"," FLUTRIAFOL  ","128940"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","OTHER"," INDOLEBUTYRIC ACID  ","46701"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","OTHER"," METAM-POTASSIUM  ","39002"," (D)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","OTHER"," PSEUDOMONAS CHLORORAPHIS STRAIN AFS  6800","009"," (NA)",""
"SURVEY",2023,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","FUNGICIDE"," AZOXYSTROBIN  ","128810","0.214",""
